"id","uuid_key","district_id","code","name","status","created_by","created_at","created_client","updated_by","updated_at","updated_client","deleted","kemendagri_code"
3710,"1f747d2d-83aa-449f-8651-5e94334ab8a6",248,"3521120",Paron,A,43,2021-08-27 12:09:13:608015,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:608015,c1bbb0d29b3b4864b491bf38851b3821,false,
3712,"7d072f9e-f4c1-4e71-8126-ecf38c216024",248,"3521140",Pitu,A,43,2021-08-27 12:09:13:619464,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:619464,c1bbb0d29b3b4864b491bf38851b3821,false,
3715,ee25fdf3-7082-41d3-bfd8-6301ec860dfb,248,"3521170",Karanganyar,A,43,2021-08-27 12:09:13:632389,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:632389,c1bbb0d29b3b4864b491bf38851b3821,false,
3716,"1039b870-fd17-494d-bb6f-f5342f0d1fee",249,"3522010",Margomulyo,A,43,2021-08-27 12:09:13:637194,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:637194,c1bbb0d29b3b4864b491bf38851b3821,false,
3719,"24b8eddf-ac6a-4e96-a771-672a5f248704",249,"3522040",Ngambon,A,43,2021-08-27 12:09:13:649348,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:649348,c1bbb0d29b3b4864b491bf38851b3821,false,
3722,bdcfdc6b-34b2-4760-b675-11ed59be3aef,249,"3522051",Gondang,A,43,2021-08-27 12:09:13:661783,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:661783,c1bbb0d29b3b4864b491bf38851b3821,false,
3725,"44e74423-c46c-4a8d-9147-a7dadb87cdd9",249,"3522080",Kedungadem,A,43,2021-08-27 12:09:13:675015,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:675015,c1bbb0d29b3b4864b491bf38851b3821,false,
3728,a7be3c14-9dfa-4805-aac3-e422b7100690,249,"3522110",Kanor,A,43,2021-08-27 12:09:13:687163,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:687163,c1bbb0d29b3b4864b491bf38851b3821,false,
3731,"8b095f9f-88b3-4cce-b1d2-8672ace0da56",249,"3522140",Sukosewu,A,43,2021-08-27 12:09:13:701637,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:701637,c1bbb0d29b3b4864b491bf38851b3821,false,
3734,"79ca37c4-9667-431e-bf57-cf4ce2fc2f38",249,"3522170",Trucuk,A,43,2021-08-27 12:09:13:713314,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:713314,c1bbb0d29b3b4864b491bf38851b3821,false,
3737,bd08bf4f-5dea-40db-be5e-d20bdb4b5503,249,"3522191",Gayam,A,43,2021-08-27 12:09:13:724507,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:724507,c1bbb0d29b3b4864b491bf38851b3821,false,
3740,a843edb6-c2f2-4c5b-bd71-30adca0801e2,249,"3522220",Purwosari,A,43,2021-08-27 12:09:13:736606,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:736606,c1bbb0d29b3b4864b491bf38851b3821,false,
3743,"760daa2f-df1d-4d54-9b6e-7bad82b3001e",249,"3522241",Kedewan,A,43,2021-08-27 12:09:13:748207,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:748207,c1bbb0d29b3b4864b491bf38851b3821,false,
3744,"28f04ad9-34a7-4cb5-95c6-ec3712abde49",250,"3523010",Kenduruan,A,43,2021-08-27 12:09:13:753238,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:753238,c1bbb0d29b3b4864b491bf38851b3821,false,
