"id","uuid_key","province_id","code","name","status","created_by","created_at","created_client","updated_by","updated_at","updated_client","deleted","kemendagri_code"
1,"234b597d-c27e-402e-a124-b843becb7682",1,"1101",Kabupaten Simeulue,A,43,2021-08-27 08:30:08:085782,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:085782,c1bbb0d29b3b4864b491bf38851b3821,false,
2,"40698a45-c773-401f-91dd-40c3f5cdb106",1,"1102",Kabupaten Aceh Singkil,A,43,2021-08-27 08:30:08:095140,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:095140,c1bbb0d29b3b4864b491bf38851b3821,false,
3,"7c88ea44-882c-4658-a3c6-ca90697c5775",1,"1103",Kabupaten Aceh Selatan,A,43,2021-08-27 08:30:08:102690,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:102690,c1bbb0d29b3b4864b491bf38851b3821,false,
4,b6ebeaa9-f020-4cd7-9dfb-adcd52c65e83,1,"1104",Kabupaten Aceh Tenggara,A,43,2021-08-27 08:30:08:110983,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:110983,c1bbb0d29b3b4864b491bf38851b3821,false,
5,"670c744f-84c9-4b66-91f3-30b69069bb59",1,"1105",Kabupaten Aceh Timur,A,43,2021-08-27 08:30:08:116321,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:116321,c1bbb0d29b3b4864b491bf38851b3821,false,
6,"8203f484-28cc-4916-bb60-1adca9d28b44",1,"1106",Kabupaten Aceh Tengah,A,43,2021-08-27 08:30:08:120720,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:120720,c1bbb0d29b3b4864b491bf38851b3821,false,
7,"632e9341-78c5-4b81-819a-ff015d2c50e6",1,"1107",Kabupaten Aceh Barat,A,43,2021-08-27 08:30:08:125059,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:125059,c1bbb0d29b3b4864b491bf38851b3821,false,
8,"8350aea6-4140-4b2a-891b-fcdba107c086",1,"1108",Kabupaten Aceh Besar,A,43,2021-08-27 08:30:08:129627,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:129627,c1bbb0d29b3b4864b491bf38851b3821,false,
9,"017ae961-b9ba-4247-80a5-ef1e01223124",1,"1109",Kabupaten Pidie,A,43,2021-08-27 08:30:08:134166,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:134166,c1bbb0d29b3b4864b491bf38851b3821,false,
10,"32f1cb31-b87e-4220-a716-8493199d37de",1,"1110",Kabupaten Bireuen,A,43,2021-08-27 08:30:08:138800,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:138800,c1bbb0d29b3b4864b491bf38851b3821,false,
11,e25fb5e7-c5f1-40ff-8e21-49fabec17c40,1,"1111",Kabupaten Aceh Utara,A,43,2021-08-27 08:30:08:143037,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:143037,c1bbb0d29b3b4864b491bf38851b3821,false,
12,"6cd6e36f-5f7c-4e82-baba-d3a115f8fb39",1,"1112",Kabupaten Aceh Barat Daya,A,43,2021-08-27 08:30:08:150624,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:150624,c1bbb0d29b3b4864b491bf38851b3821,false,
13,d5c2080b-944a-4f42-84fb-0c23f1916237,1,"1113",Kabupaten Gayo Lues,A,43,2021-08-27 08:30:08:155306,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:155306,c1bbb0d29b3b4864b491bf38851b3821,false,
14,"6ce18047-ae36-483b-ad97-5b8ec2f97ecd",1,"1114",Kabupaten Aceh Tamiang,A,43,2021-08-27 08:30:08:160212,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 08:30:08:160212,c1bbb0d29b3b4864b491bf38851b3821,false,
